code,description,label
XM4GT8,Ipriflavona,XM4GT8 - Ipriflavona
XM5AP2,Clorhidrato de aluminio,XM5AP2 - Clorhidrato de aluminio
XM6U91,Ranelato de estroncio,XM6U91 - Ranelato de estroncio
XM2P79,Denosumab,XM2P79 - Denosumab
XM4MQ4,Burosumab,XM4MQ4 - Burosumab
XM7AJ2,Romosozumab,XM7AJ2 - Romosozumab
XM6EQ0,Ácido hialurónico,XM6EQ0 - Ácido hialurónico
XM2SL6,"Condrocitos, autólogos","XM2SL6 - Condrocitos, autólogos"
XM99J5,Vosoritida,XM99J5 - Vosoritida
XM2ZB4,Preparaciones que inhiben la producción de ácido úrico.,XM2ZB4 - Preparaciones que inhiben la producción de ácido úrico.
XM9589,Alopurinol,XM9589 - Alopurinol
XM47Z2,Tisopurina,XM47Z2 - Tisopurina
XM0K04,Febuxostat,XM0K04 - Febuxostat
XM7F05,Preparaciones que aumentan la excreción de ácido úrico.,XM7F05 - Preparaciones que aumentan la excreción de ácido úrico.
XM0WT0,Probenecid,XM0WT0 - Probenecid
XM7K05,Sulfinpirazona,XM7K05 - Sulfinpirazona
XM9DK8,Benzbromarona,XM9DK8 - Benzbromarona
XM3WF1,Isobromindione,XM3WF1 - Isobromindione
XM95H8,Lesinurad,XM95H8 - Lesinurad
XM2D08,Atofan,XM2D08 - Atofan
XM3WA0,Cincofeno,XM3WA0 - Cincofeno
XM0M93,Etebenecida,XM0M93 - Etebenecida
XM5VG7,Neocincofeno,XM5VG7 - Neocincofeno
XM6FA5,Oxipurinol,XM6FA5 - Oxipurinol
XM3JP7,Fenoquina,XM3JP7 - Fenoquina
XM9DH5,Inactivador de huso,XM9DH5 - Inactivador de huso
XM56G7,Urato oxidasa,XM56G7 - Urato oxidasa
XM95S3,Medicamento del metabolismo del ácido úrico.,XM95S3 - Medicamento del metabolismo del ácido úrico.
XM6953,Agente uricosúrico,XM6953 - Agente uricosúrico
XM9TL4,Pegloticase,XM9TL4 - Pegloticase
XM8KC2,Calcio,XM8KC2 - Calcio
XM1AY1,Fosfato de calcio,XM1AY1 - Fosfato de calcio
XM7ND2,Glubionato de calcio,XM7ND2 - Glubionato de calcio
XM3EU2,Gluconato de calcio,XM3EU2 - Gluconato de calcio
XM46G3,Lactato de calcio,XM46G3 - Lactato de calcio
XM0VY0,Acetato de calcio,XM0VY0 - Acetato de calcio
XM4N33,Gluconato lactato de calcio,XM4N33 - Gluconato lactato de calcio
XM9WA2,Glicerofosfato de calcio,XM9WA2 - Glicerofosfato de calcio
XM4X88,Complejo de citrato de lisina y calcio,XM4X88 - Complejo de citrato de lisina y calcio
XM08S9,Glucoheptonato de calcio,XM08S9 - Glucoheptonato de calcio
XM7G46,Pangamato de calcio,XM7G46 - Pangamato de calcio
XM5TW4,Acetato de calcio anhidro,XM5TW4 - Acetato de calcio anhidro
XM4S97,Citrato de calcio,XM4S97 - Citrato de calcio
XM6AK3,Levulato de calcio,XM6AK3 - Levulato de calcio
XM8AM9,Bromolactobionato de calcio,XM8AM9 - Bromolactobionato de calcio
XM9566,Sales de calcio,XM9566 - Sales de calcio
XM8278,Potasio,XM8278 - Potasio
XM7D96,Citrato de potasio,XM7D96 - Citrato de potasio
XM46S4,Bitartrato de potasio,XM46S4 - Bitartrato de potasio
XM56J9,Bicarbonato de potasio,XM56J9 - Bicarbonato de potasio
XM2P49,Gluconato de potasio,XM2P49 - Gluconato de potasio
XM0H50,Sales de potasio,XM0H50 - Sales de potasio
XM1ZS4,Sodio,XM1ZS4 - Sodio
XM0VG1,Fosfato ácido de sodio,XM0VG1 - Fosfato ácido de sodio
XM6R29,Bifosfato de sodio,XM6R29 - Bifosfato de sodio
XM8ZD6,Ciclamato de sodio,XM8ZD6 - Ciclamato de sodio
XM9KZ3,Hidrógeno de sodio carbonatado,XM9KZ3 - Hidrógeno de sodio carbonatado
XM7L15,Citrato de sodio y magnesio,XM7L15 - Citrato de sodio y magnesio
XM3H90,Sal de sodio,XM3H90 - Sal de sodio
XM1U95,Zinc,XM1U95 - Zinc
XM3E63,Cloruro de zinc no medicinal,XM3E63 - Cloruro de zinc no medicinal
XM52P2,Cromato de zinc,XM52P2 - Cromato de zinc
XM93K2,Óxido de zinc no medicinal,XM93K2 - Óxido de zinc no medicinal
XM6D77,Fosfuro de zinc,XM6D77 - Fosfuro de zinc
XM82L3,Sulfato de zinc no medicinal,XM82L3 - Sulfato de zinc no medicinal
XM27E8,"Pesticida con zinc, no clasificado en otra parte","XM27E8 - Pesticida con zinc, no clasificado en otra parte"
XM68Z2,Sulfato de zinc,XM68Z2 - Sulfato de zinc
XM5WL8,Gluconato de zinc,XM5WL8 - Gluconato de zinc
XM0418,Complejo de proteínas y zinc,XM0418 - Complejo de proteínas y zinc
XM3R55,Acetato de zinc,XM3R55 - Acetato de zinc
XM5TD2,Magnesio,XM5TD2 - Magnesio
XM7KF0,Citrato de magnesio,XM7KF0 - Citrato de magnesio
XM1AU1,Gluconato de magnesio,XM1AU1 - Gluconato de magnesio
XM2U66,Aspartato de magnesio,XM2U66 - Aspartato de magnesio
XM3U21,Lactato de magnesio,XM3U21 - Lactato de magnesio
XM8W21,Levulinato de magnesio,XM8W21 - Levulinato de magnesio
XM9GU6,Pidolato de magnesio,XM9GU6 - Pidolato de magnesio
XM8P82,Orotato de magnesio,XM8P82 - Orotato de magnesio
XM5VT1,Silicofluoruro de magnesio,XM5VT1 - Silicofluoruro de magnesio
XM1VS5,Fluoruro,XM1VS5 - Fluoruro
XM1F39,Floruro de sodio,XM1F39 - Floruro de sodio
XM82S0,Monofluorofosfato de sodio,XM82S0 - Monofluorofosfato de sodio
XM47M7,Selenio,XM47M7 - Selenio
XM4HH9,Humos de selenio,XM4HH9 - Humos de selenio
XM5RR4,Seleniato de sodio,XM5RR4 - Seleniato de sodio
XM7809,Selenito de sodio,XM7809 - Selenito de sodio
XM6777,Solución de irrigación con ácido acético,XM6777 - Solución de irrigación con ácido acético
XM7KG7,Ácido aminoacético (derivados),XM7KG7 - Ácido aminoacético (derivados)
XM6DF0,Carbacrilamina (resina),XM6DF0 - Carbacrilamina (resina)
XM1619,Solución de diálisis (intraperitoneal),XM1619 - Solución de diálisis (intraperitoneal)
XM6YF0,Agente electrolítico,XM6YF0 - Agente electrolítico
XM6598,Glucosa con cloruro de sodio,XM6598 - Glucosa con cloruro de sodio
XM02Y3,Glicerol intravenoso,XM02Y3 - Glicerol intravenoso
XM7NQ3,Glicina,XM7NQ3 - Glicina
XM8UU5,Salina de potásica lactada,XM8UU5 - Salina de potásica lactada
XM5FN3,Sal mineral,XM5FN3 - Sal mineral
XM6P40,Resinas de poliaminoestireno,XM6P40 - Resinas de poliaminoestireno
XM3UT8,Inyección salina potásica (lactato),XM3UT8 - Inyección salina potásica (lactato)
XM11X8,Solución de Ringer (lactato),XM11X8 - Solución de Ringer (lactato)
XM6XG7,Sal libre de sodio,XM6XG7 - Sal libre de sodio
XM7JQ2,Travert,XM7JQ2 - Travert
XM1DP8,Droga del balance hídrico,XM1DP8 - Droga del balance hídrico
XM5N49,Agua destilada,XM5N49 - Agua destilada
XM9V59,Agua purificada,XM9V59 - Agua purificada
XM8323,Cobalto medicinal (traza) (cloruro),XM8323 - Cobalto medicinal (traza) (cloruro)
XM5DN1,Cobre medicinal (traza),XM5DN1 - Cobre medicinal (traza)
XM3046,Suplementos dietéticos ricos en vitaminas y antioxidantes,XM3046 - Suplementos dietéticos ricos en vitaminas y antioxidantes
XM7113,Extracto de hígado,XM7113 - Extracto de hígado
XM9GC7,Fracción de hígado 1,XM9GC7 - Fracción de hígado 1
XM25P4,Hidrolizado de hígado,XM25P4 - Hidrolizado de hígado
XM09R3,Aceite de hígado de bacalao,XM09R3 - Aceite de hígado de bacalao
XM9FC4,Levadura,XM9FC4 - Levadura
XM2W18,Levadura seca,XM2W18 - Levadura seca
XM40J4,Alimento terapéutico listo para consumir,XM40J4 - Alimento terapéutico listo para consumir
XM0N15,Soluciones que producen diuresis osmótica,XM0N15 - Soluciones que producen diuresis osmótica
XM5BJ8,Manitol,XM5BJ8 - Manitol
XM4HL5,Carbamida,XM4HL5 - Carbamida
XM62S0,Anticaliurético,XM62S0 - Anticaliurético
XM51Y8,Agente calórico,XM51Y8 - Agente calórico
XM7BR0,Dextrosa,XM7BR0 - Dextrosa
XM7UQ5,Medicamento de balance de electrolitos,XM7UQ5 - Medicamento de balance de electrolitos
XM9SL7,Soluciones de electrolitos,XM9SL7 - Soluciones de electrolitos
XM0U09,Cloruro de potasio,XM0U09 - Cloruro de potasio
XM4XZ4,Bicarbonato de sodio,XM4XZ4 - Bicarbonato de sodio
XM0X22,Cloruro de sodio,XM0X22 - Cloruro de sodio
XM9VN8,Cloruro de calcio,XM9VN8 - Cloruro de calcio
XM1W37,Cloruro amónico,XM1W37 - Cloruro amónico
XM76C9,Fosfato de sodio,XM76C9 - Fosfato de sodio
XM7F36,Acetato de sodio,XM7F36 - Acetato de sodio
XM6NV5,Fosfato de magnesio,XM6NV5 - Fosfato de magnesio
XM03Q8,Cloruro de magnesio,XM03Q8 - Cloruro de magnesio
XM40H8,Cloruro de zinc,XM40H8 - Cloruro de zinc
XM83Z9,Glicerofosfato de sodio,XM83Z9 - Glicerofosfato de sodio
XM3T43,Lactato de potasio,XM3T43 - Lactato de potasio
XM99L3,Soluciones para cardioplejía,XM99L3 - Soluciones para cardioplejía
XM45S7,Acetato de potasio,XM45S7 - Acetato de potasio
XM3US9,Solución compuesta de lactato de sodio,XM3US9 - Solución compuesta de lactato de sodio
XM7E16,Ácido glucónico,XM7E16 - Ácido glucónico
XM2S34,Glicerofosfato,XM2S34 - Glicerofosfato
XM61E9,Citrato de sodio,XM61E9 - Citrato de sodio
XM5Y58,Solución de Hartmann,XM5Y58 - Solución de Hartmann
XM0KH7,Azúcar invertido,XM0KH7 - Azúcar invertido
XM9XU2,Levulosa,XM9XU2 - Levulosa
XM39B5,Sales de rehidratación oral,XM39B5 - Sales de rehidratación oral
XM39C1,Solución de diálisis peritoneal.,XM39C1 - Solución de diálisis peritoneal.
XM03B7,Resina que elimina el potasio,XM03B7 - Resina que elimina el potasio
XM5KE7,Medicamento que retiene el potasio,XM5KE7 - Medicamento que retiene el potasio
XM3UA2,Solución de reemplazo,XM3UA2 - Solución de reemplazo
XM4EK0,Resinas de eliminación de sodio.,XM4EK0 - Resinas de eliminación de sodio.
XM9Y86,Sucrosa,XM9Y86 - Sucrosa
XM6JX1,Carnitina,XM6JX1 - Carnitina
XM5S14,Electrolitos,XM5S14 - Electrolitos
XM9QW3,Trometamol,XM9QW3 - Trometamol
XM7345,Ademetionina,XM7345 - Ademetionina
XM1P36,Glutamina,XM1P36 - Glutamina
XM85F8,Mercaptamina,XM85F8 - Mercaptamina
XM0977,Ácido carglúmico,XM0977 - Ácido carglúmico
XM9GM1,Emulsiones grasas,XM9GM1 - Emulsiones grasas
XM4YU3,Carbohidratos,XM4YU3 - Carbohidratos
XM55C2,Hidrolizados de proteínas,XM55C2 - Hidrolizados de proteínas
XM5W29,Aminometradina,XM5W29 - Aminometradina
XM2E81,Amisometradina,XM2E81 - Amisometradina
XM8U06,Anhydron,XM8U06 - Anhydron
XM8TM1,Benzotiadiazidas,XM8TM1 - Benzotiadiazidas
XM0JW3,Bencilhidroclortiazida,XM0JW3 - Bencilhidroclortiazida
XM3ER5,Inhibidor de la anhidrasa del gas del ácido carbónico,XM3ER5 - Inhibidor de la anhidrasa del gas del ácido carbónico
XM80T6,Clorazanil,XM80T6 - Clorazanil
XM6946,Clormerodrin,XM6946 - Clormerodrin
XM4JM8,Diupres,XM4JM8 - Diupres
XM4D06,Diurético,XM4D06 - Diurético
XM68T7,Diurético benzotiadiazina,XM68T7 - Diurético benzotiadiazina
XM8B36,Diuréticos inhibidores de la anhidrasa del ácido carbónico,XM8B36 - Diuréticos inhibidores de la anhidrasa del ácido carbónico
XM1N83,Furfuril diurético,XM1N83 - Furfuril diurético
XM6VW0,Diurético mercurial,XM6VW0 - Diurético mercurial
XM43Q2,Diurético salurético,XM43Q2 - Diurético salurético
XM3558,Diurético sulfonamida,XM3558 - Diurético sulfonamida
XM58W3,Diurético tiazídico,XM58W3 - Diurético tiazídico
XM04R3,Diurgin,XM04R3 - Diurgin
XM5L31,Flumetiacida,XM5L31 - Flumetiacida
XM8T28,Hidromox,XM8T28 - Hidromox
XM8HM6,Meraluride,XM8HM6 - Meraluride
XM5R34,Merbafeno,XM5R34 - Merbafeno
XM1SB8,Mercaptomerina,XM1SB8 - Mercaptomerina
XM3PF7,Mercumatilin,XM3PF7 - Mercumatilin
XM3L13,Mercurofilina,XM3L13 - Mercurofilina
XM4B84,Diuréticos osmóticos,XM4B84 - Diuréticos osmóticos
XM6BR0,Diuréticos purínicos,XM6BR0 - Diuréticos purínicos
XM7660,Regroton,XM7660 - Regroton
XM01E9,Salicilato de teobromina cálcica,XM01E9 - Salicilato de teobromina cálcica
XM9409,Salurético,XM9409 - Salurético
XM7J43,Mersalato de sodio,XM7J43 - Mersalato de sodio
XM9VJ2,Thiomercaptomerin,XM9VJ2 - Thiomercaptomerin
XM1177,Thiomerin,XM1177 - Thiomerin
XM0YS2,Tiamizida,XM0YS2 - Tiamizida
XM3YV1,Tripamida,XM3YV1 - Tripamida
XM93H5,Diuréticos xantina,XM93H5 - Diuréticos xantina
XM3K70,Diuréticos de techo bajo,XM3K70 - Diuréticos de techo bajo
XM5FV5,Altizida,XM5FV5 - Altizida
XM64R7,Bendroflumetiazida,XM64R7 - Bendroflumetiazida
XM7Q17,Benzotiazida,XM7Q17 - Benzotiazida
XM83Q3,Butizida,XM83Q3 - Butizida
XM3PJ4,Clorotiazida,XM3PJ4 - Clorotiazida
XM4SP9,Ciclopentiazida,XM4SP9 - Ciclopentiazida
XM1PM4,Ciclotiazida,XM1PM4 - Ciclotiazida
XM71N6,Disulfamida,XM71N6 - Disulfamida
XM8532,Epitizida,XM8532 - Epitizida
XM6910,Hidroclorotiazida,XM6910 - Hidroclorotiazida
XM2671,Hidroflumetiazida,XM2671 - Hidroflumetiazida
XM3EW9,Mebutizida,XM3EW9 - Mebutizida
XM9T97,Meticlotiazida,XM9T97 - Meticlotiazida
XM1DC4,Penflutizida,XM1DC4 - Penflutizida
XM7NZ7,Politiazida,XM7NZ7 - Politiazida
XM26G2,Teclotiazida,XM26G2 - Teclotiazida
XM1L59,Triclormetiazida,XM1L59 - Triclormetiazida
XM4AF6,Mersalil,XM4AF6 - Mersalil
XM0G11,Cicletanine,XM0G11 - Cicletanine
XM6U69,Sulfonamidas diuréticas de techo bajo,XM6U69 - Sulfonamidas diuréticas de techo bajo
XM3WN8,Quinetazona,XM3WN8 - Quinetazona
XM7A66,Clopamida,XM7A66 - Clopamida
XM51L8,Clortalidona,XM51L8 - Clortalidona
XM1DG9,Mefrusida,XM1DG9 - Mefrusida
XM0EZ6,Clofenamida,XM0EZ6 - Clofenamida
XM7G39,Metolazona,XM7G39 - Metolazona
XM3GK5,Meticrano,XM3GK5 - Meticrano
XM4U11,Xipamida,XM4U11 - Xipamida
XM49L3,Indapamida,XM49L3 - Indapamida
XM8GT1,Clorexolona,XM8GT1 - Clorexolona
XM6CD1,Fenquizona,XM6CD1 - Fenquizona
XM3L93,Antagonistas de la aldosterona y otros agentes ahorradores de potasio,XM3L93 - Antagonistas de la aldosterona y otros agentes ahorradores de potasio
XM94A6,Aldosterona,XM94A6 - Aldosterona
XM6QK1,Ácido canrenoico,XM6QK1 - Ácido canrenoico
XM1ML2,Canrenona,XM1ML2 - Canrenona
XM0TH6,Eplerenona,XM0TH6 - Eplerenona
XM0ET8,Canrenoato de potasio,XM0ET8 - Canrenoato de potasio
XM1JS8,Espironolactona,XM1JS8 - Espironolactona
XM8ZW7,Finerenona,XM8ZW7 - Finerenona
XM1SM2,Amilorida,XM1SM2 - Amilorida
XM5SJ5,Triamtereno,XM5SJ5 - Triamtereno
XM8CG7,Diurético del asa (de techo alto),XM8CG7 - Diurético del asa (de techo alto)
XM79L6,Etacrinato de sodio,XM79L6 - Etacrinato de sodio
XM2LW1,Ácido etacrínico,XM2LW1 - Ácido etacrínico
XM1H00,Etozolin,XM1H00 - Etozolin
XM06E2,Lasix,XM06E2 - Lasix
XM2C78,Liovac sodio edecrina,XM2C78 - Liovac sodio edecrina
XM9KF7,Ácido tienílico,XM9KF7 - Ácido tienílico
XM6M47,Muzolimina,XM6M47 - Muzolimina
XM2W24,Sulfonamidas diuréticas de asa [techo alto],XM2W24 - Sulfonamidas diuréticas de asa [techo alto]
XM8UE3,Furosemida,XM8UE3 - Furosemida
XM6MV2,Bumetanida,XM6MV2 - Bumetanida
XM9ML2,Piretanida,XM9ML2 - Piretanida
XM4DR4,Torasemida,XM4DR4 - Torasemida
XM7VU2,Antagonistas de vasopresina,XM7VU2 - Antagonistas de vasopresina
XM9LF5,Tolvaptan,XM9LF5 - Tolvaptan
XM25L2,Conivaptan,XM25L2 - Conivaptan
XM44R0,Antagonista de Aldosterona,XM44R0 - Antagonista de Aldosterona
XM8CC8,Mineral de corticosteroide,XM8CC8 - Mineral de corticosteroide
XM4HZ4,Mineralocorticoide que retiene sal,XM4HZ4 - Mineralocorticoide que retiene sal
XM9SX2,Deoxicortona,XM9SX2 - Deoxicortona
XM6PJ9,Desoxicorticosteroide,XM6PJ9 - Desoxicorticosteroide
XM9HZ6,Desoxicortona,XM9HZ6 - Desoxicortona
XM6JQ6,Fludrocortisona,XM6JQ6 - Fludrocortisona
XM9X54,Mineralocorticosteroide,XM9X54 - Mineralocorticosteroide
XM5G71,Vitamina D,XM5G71 - Vitamina D
XM75Z5,Ergocalciferol,XM75Z5 - Ergocalciferol
XM37C2,Dihidrotaquisterol,XM37C2 - Dihidrotaquisterol
XM3NT7,Alfacalcidol,XM3NT7 - Alfacalcidol
XM85V3,Calcitriol,XM85V3 - Calcitriol
XM11C6,Colecalciferol,XM11C6 - Colecalciferol
XM8SM6,Calcifediol,XM8SM6 - Calcifediol
XM4H09,Vitaminas y derivados del complejo B,XM4H09 - Vitaminas y derivados del complejo B
XM5HF5,Benfotiamina,XM5HF5 - Benfotiamina
XM4PS9,Nicotinamida,XM4PS9 - Nicotinamida
XM8V93,Riboflavina,XM8V93 - Riboflavina
XM9RX3,Biotina,XM9RX3 - Biotina
XM4GD2,Fosfato de piridoxal,XM4GD2 - Fosfato de piridoxal
XM41P5,Dexpantenol,XM41P5 - Dexpantenol
XM7398,Pantotenato de calcio,XM7398 - Pantotenato de calcio
XM50T4,Tiamina,XM50T4 - Tiamina
XM42G9,Sulbutiamina,XM42G9 - Sulbutiamina
XM2SV4,"Complejo de vitamina B, simple","XM2SV4 - Complejo de vitamina B, simple"
XM0Y25,Aminobenzoato de potasio,XM0Y25 - Aminobenzoato de potasio
XM3UQ2,Acetiamina,XM3UQ2 - Acetiamina
XM3HE8,Bisbentiamina,XM3HE8 - Bisbentiamina
XM5LG0,Bisbutiamina,XM5LG0 - Bisbutiamina
XM8SY7,Cetotiamina,XM8SY7 - Cetotiamina
XM20C9,Fursultiamina,XM20C9 - Fursultiamina
XM9609,Octotiamina,XM9609 - Octotiamina
XM72U8,Pantenol,XM72U8 - Pantenol
XM7D01,Prosultiamina,XM7D01 - Prosultiamina
XM5MM0,Piridoxina,XM5MM0 - Piridoxina
XM7XY8,Ácido ascórbico,XM7XY8 - Ácido ascórbico
XM1PU6,Tocoferol,XM1PU6 - Tocoferol
XM5TU4,Vitamina E,XM5TU4 - Vitamina E
XM9CG5,Ácido tióctico,XM9CG5 - Ácido tióctico
XM1SD9,Galato de octilo,XM1SD9 - Galato de octilo
XM88X6,Metadisulfito de sodio,XM88X6 - Metadisulfito de sodio
XM4BD4,Clorofila,XM4BD4 - Clorofila
XM31S0,Tioctamida,XM31S0 - Tioctamida
XM2EM5,Ácido pangámico,XM2EM5 - Ácido pangámico
XM7E89,Betacaroteno,XM7E89 - Betacaroteno
XM4BT6,Retinol,XM4BT6 - Retinol
XM7KX6,Ácido quenodeoxicólico,XM7KX6 - Ácido quenodeoxicólico
XM8MG9,Ácido ursodesoxicólico,XM8MG9 - Ácido ursodesoxicólico
XM37T5,Ácido cólico,XM37T5 - Ácido cólico
XM1F53,Diastasa,XM1F53 - Diastasa
XM5888,Multienzimas,XM5888 - Multienzimas
XM2VN0,Proteasa,XM2VN0 - Proteasa
XM3UE5,Pepsina,XM3UE5 - Pepsina
XM6F61,Ácido clorhídrico,XM6F61 - Ácido clorhídrico
XM6QZ3,Vapor de ácido clorhídrico,XM6QZ3 - Vapor de ácido clorhídrico
XM3RH9,Ácido citrico,XM3RH9 - Ácido citrico
XM96V4,Alglucerasa,XM96V4 - Alglucerasa
XM51F9,Ácido obeticólico,XM51F9 - Ácido obeticólico
XM3UT3,Clorhidrato de ácido glutámico,XM3UT3 - Clorhidrato de ácido glutámico
XM7Y97,Clorhidrato de betaína,XM7Y97 - Clorhidrato de betaína
XM7EN2,Imiglucerasa,XM7EN2 - Imiglucerasa
XM3EW0,Agalsidasa alfa,XM3EW0 - Agalsidasa alfa
XM1CJ9,Agalsidasa beta,XM1CJ9 - Agalsidasa beta
XM4PC4,Laronidasa,XM4PC4 - Laronidasa
XM69V4,Sacrosidasa,XM69V4 - Sacrosidasa
XM3EE9,Alglucosidasa alfa,XM3EE9 - Alglucosidasa alfa
XM11U1,Galsulfasa,XM11U1 - Galsulfasa
XM3Z98,Idursulfasa,XM3Z98 - Idursulfasa
XM8J61,Velaglucerasa alfa,XM8J61 - Velaglucerasa alfa
XM8HN5,Taliglucerasa alfa,XM8HN5 - Taliglucerasa alfa
XM7QH6,Elosulfasa alfa,XM7QH6 - Elosulfasa alfa
XM5U98,Asfotasa alfa,XM5U98 - Asfotasa alfa
XM6UN5,Sebelipasa alfa,XM6UN5 - Sebelipasa alfa
XM5U91,Velmanasa alfa,XM5U91 - Velmanasa alfa
XM98F5,Idursulfasa beta,XM98F5 - Idursulfasa beta
XM9L40,Cerliponasa alfa,XM9L40 - Cerliponasa alfa
XM3FP4,Vestronidasa alfa,XM3FP4 - Vestronidasa alfa
XM8F43,Pegvaliasa,XM8F43 - Pegvaliasa
XM30U5,Pegunigalsidasa alfa,XM30U5 - Pegunigalsidasa alfa
XM56M4,Atidarsagene autotemcel,XM56M4 - Atidarsagene autotemcel
XM9F01,Avalglucosidasa alfa,XM9F01 - Avalglucosidasa alfa
XM4HD8,Glutamato de arginina,XM4HD8 - Glutamato de arginina
XM5RS5,Silimarina,XM5RS5 - Silimarina
XM6T01,Epomediol,XM6T01 - Epomediol
XM1GT0,Ornitina,XM1GT0 - Ornitina
XM1R31,Nicotinil metilamida,XM1R31 - Nicotinil metilamida
XM03F0,Piprozolina,XM03F0 - Piprozolina
XM0HT0,Himecromona,XM0HT0 - Himecromona
XM2EM9,Ciclobutirol,XM2EM9 - Ciclobutirol
XM0413,Citiolone,XM0413 - Citiolone
XM0F81,Arginina tidiacic,XM0F81 - Arginina tidiacic
XM7600,Anetol tritiona,XM7600 - Anetol tritiona
XM8B34,Dehidrocolato de sodio,XM8B34 - Dehidrocolato de sodio
XM56J1,Monooctanoin,XM56J1 - Monooctanoin
XM44G8,Orazamida,XM44G8 - Orazamida
XM3E24,Tidiacic,XM3E24 - Tidiacic
XM3VV1,Cloruro de maralixibat,XM3VV1 - Cloruro de maralixibat
XM30B2,Odevixibat,XM30B2 - Odevixibat
XM9UB7,Benfluorex,XM9UB7 - Benfluorex
XM2AF4,Productos antiobesidad de acción central,XM2AF4 - Productos antiobesidad de acción central
XM5VK3,Fentermina,XM5VK3 - Fentermina
XM5TZ8,Fenfluramina,XM5TZ8 - Fenfluramina
XM84W9,Amfepramona,XM84W9 - Amfepramona
XM5WS4,Dexfenfluramina,XM5WS4 - Dexfenfluramina
XM25W6,Mazindol,XM25W6 - Mazindol
XM8K95,Catina,XM8K95 - Catina
XM2NX7,Clobenzorex,XM2NX7 - Clobenzorex
XM3DL8,Mefenorex,XM3DL8 - Mefenorex
XM7830,Etilamfetamina,XM7830 - Etilamfetamina
XM13P5,Sibutramina,XM13P5 - Sibutramina
XM4NN9,Lorcaserina,XM4NN9 - Lorcaserina
XM54E8,Aminorex,XM54E8 - Aminorex
XM4DD3,Benzfetamina,XM4DD3 - Benzfetamina
XM16Q1,Clorfentermina,XM16Q1 - Clorfentermina
XM3AJ4,Cloforex,XM3AJ4 - Cloforex
XM8H60,Clortermina,XM8H60 - Clortermina
XM5FP0,Dietilpropion,XM5FP0 - Dietilpropion
XM1145,Fenproporex,XM1145 - Fenproporex
XM4PR1,Fenbutrazato,XM4PR1 - Fenbutrazato
XM6AJ3,Fendimetrazina,XM6AJ3 - Fendimetrazina
XM73T8,Fenmetrazina,XM73T8 - Fenmetrazina
XM5DN4,Setmelanotida,XM5DN4 - Setmelanotida
XM0NL0,Orlistat,XM0NL0 - Orlistat
XM7GX4,Rimonabant,XM7GX4 - Rimonabant
XM2520,Anfetaminas y derivados de anfetaminas,XM2520 - Anfetaminas y derivados de anfetaminas
XM48Z9,Anfetamina,XM48Z9 - Anfetamina
XM2154,Fencanfamin,XM2154 - Fencanfamin
XM8N26,Fenetilina,XM8N26 - Fenetilina
XM4SD7,Lisdexanfetamina,XM4SD7 - Lisdexanfetamina
XM0462,Solriamfetol,XM0462 - Solriamfetol
XM5SC6,Fenilbutirato de sodio,XM5SC6 - Fenilbutirato de sodio
XM1843,Nitisinona,XM1843 - Nitisinona
XM19C6,Miglustat,XM19C6 - Miglustat
XM6ZV0,Sapropterina,XM6ZV0 - Sapropterina
XM4F44,Fenilbutirato de glicerol,XM4F44 - Fenilbutirato de glicerol
XM0K95,Eliglustat,XM0K95 - Eliglustat
XM2QP5,Benzonato de sodio,XM2QP5 - Benzonato de sodio
XM6QN8,Migalastat,XM6QN8 - Migalastat
XM53N4,Cloruro de colina,XM53N4 - Cloruro de colina
XM3KK0,Citrato de dihidrógeno de colina,XM3KK0 - Citrato de dihidrógeno de colina
XM7291,Inositol,XM7291 - Inositol
XM9J35,Adenina,XM9J35 - Adenina
XM3CJ7,Dinucleótido de flavina y adenina,XM3CJ7 - Dinucleótido de flavina y adenina
XM7ZH6,Fosdenopterina,XM7ZH6 - Fosdenopterina
XM4L78,Lonafarnib,XM4L78 - Lonafarnib
XM4MG6,Imidapril,XM4MG6 - Imidapril
XM72L5,Inhibidores de la enzima convertidora de angiotensina,XM72L5 - Inhibidores de la enzima convertidora de angiotensina
XM3FH7,Inhibidores de renina,XM3FH7 - Inhibidores de renina
XM9N15,Zofenoprilo,XM9N15 - Zofenoprilo
XM8091,Espirapril,XM8091 - Espirapril
XM2A48,Ramipril,XM2A48 - Ramipril
XM3DU1,Quinapril,XM3DU1 - Quinapril
XM58G7,Perindopril,XM58G7 - Perindopril
XM7TF8,Lisinopril,XM7TF8 - Lisinopril
XM4Z53,Fosinopril,XM4Z53 - Fosinopril
XM5609,Enalaprilato,XM5609 - Enalaprilato
XM6X56,Enalapril,XM6X56 - Enalapril
XM1AZ4,Cilazapril,XM1AZ4 - Cilazapril
XM6P97,Captopril,XM6P97 - Captopril
XM0HG1,Benazepril,XM0HG1 - Benazepril
XM7169,Antagonistas de la angiotensina II,XM7169 - Antagonistas de la angiotensina II
XM7DY0,Losartan,XM7DY0 - Losartan
XM2F90,Eprosartan,XM2F90 - Eprosartan
XM29M2,Valsartan,XM29M2 - Valsartan
XM1935,Irbesartan,XM1935 - Irbesartan
XM0T42,Tasosartan,XM0T42 - Tasosartan
XM4168,Candesartan,XM4168 - Candesartan
XM2P63,Telmisartan,XM2P63 - Telmisartan
XM1B39,Olmesartan medoxomilo,XM1B39 - Olmesartan medoxomilo
XM5GC5,Azilsartan,XM5GC5 - Azilsartan
